chrom,start,end,tf,score,strand,region
chr9,132978146,132978164,EWSR1-FLI1,603,+,chr9:132977968-132978568
chr9,132978149,132978169,PRDM9,545,+,chr9:132977968-132978568
chr9,132978150,132978168,EWSR1-FLI1,605,+,chr9:132977968-132978568
chr9,132978166,132978177,ZNF596,562,+,chr9:132977968-132978568
chr9,132978181,132978201,PRDM9,513,+,chr9:132977968-132978568
chr9,132978190,132978201,ZNF746,539,-,chr9:132977968-132978568
chr9,132978190,132978208,EWSR1-FLI1,694,+,chr9:132977968-132978568
chr9,132978190,132978210,PRDM9,511,+,chr9:132977968-132978568
chr9,132978194,132978205,ZNF746,539,-,chr9:132977968-132978568
chr9,132978194,132978212,EWSR1-FLI1,762,+,chr9:132977968-132978568
chr9,132978194,132978214,PRDM9,515,+,chr9:132977968-132978568
chr9,132978198,132978216,EWSR1-FLI1,785,+,chr9:132977968-132978568
chr9,132978202,132978220,EWSR1-FLI1,800,+,chr9:132977968-132978568
chr9,132978206,132978224,EWSR1-FLI1,605,+,chr9:132977968-132978568
chr9,132978238,132978256,EWSR1-FLI1,634,+,chr9:132977968-132978568
chr9,132978238,132978258,PRDM9,582,+,chr9:132977968-132978568
chr9,132978242,132978260,EWSR1-FLI1,699,+,chr9:132977968-132978568
chr9,132978246,132978264,EWSR1-FLI1,617,+,chr9:132977968-132978568
chr9,132978249,132978269,PRDM9,577,+,chr9:132977968-132978568
chr9,132978250,132978270,PRDM9,513,+,chr9:132977968-132978568
chr9,132978253,132978271,EWSR1-FLI1,623,+,chr9:132977968-132978568
chr9,132978257,132978275,EWSR1-FLI1,607,+,chr9:132977968-132978568
chr9,132978261,132978279,EWSR1-FLI1,658,+,chr9:132977968-132978568
chr9,132978265,132978283,EWSR1-FLI1,622,+,chr9:132977968-132978568
chr9,132978275,132978288,SPI1,552,+,chr9:132977968-132978568
chr9,132978275,132978288,SPIB,538,-,chr9:132977968-132978568
chr9,132978277,132978295,EWSR1-FLI1,603,+,chr9:132977968-132978568
chr9,132978296,132978314,EWSR1-FLI1,617,+,chr9:132977968-132978568
chr9,132978300,132978318,EWSR1-FLI1,785,+,chr9:132977968-132978568
chr9,132978300,132978320,PRDM9,569,+,chr9:132977968-132978568
chr9,132978304,132978322,EWSR1-FLI1,892,+,chr9:132977968-132978568
chr9,132978308,132978326,EWSR1-FLI1,634,+,chr9:132977968-132978568
chr9,132978331,132978346,ZNF775,504,-,chr9:132977968-132978568
chr9,132978335,132978351,ZNF470,503,-,chr9:132977968-132978568
chr9,132978361,132978378,ZNF528,675,-,chr9:132977968-132978568
chr9,132978441,132978455,ZNF683,560,+,chr9:132977968-132978568
chr9,132978457,132978468,ZBTB18,507,+,chr9:132977968-132978568
chr9,132978475,132978489,E2F7,507,+,chr9:132977968-132978568
chr9,132978515,132978525,ZNF610,502,+,chr9:132977968-132978568
chr1,52553331,52553342,PATZ1,592,+,chr1:52553225-52553825
chr1,52553332,52553341,SP1,541,+,chr1:52553225-52553825
chr1,52553332,52553341,SP2,541,+,chr1:52553225-52553825
chr1,52553332,52553341,SP4,541,+,chr1:52553225-52553825
chr1,52553332,52553341,KLF14,541,+,chr1:52553225-52553825
chr1,52553332,52553341,KLF12,541,+,chr1:52553225-52553825
chr1,52553332,52553341,KLF10,541,+,chr1:52553225-52553825
chr1,52553335,52553345,WT1,571,-,chr1:52553225-52553825
chr1,52553335,52553355,PRDM9,675,+,chr1:52553225-52553825
chr1,52553337,52553347,ZNF281,602,+,chr1:52553225-52553825
chr1,52553337,52553347,ZNF148,602,-,chr1:52553225-52553825
chr1,52553337,52553348,PATZ1,614,+,chr1:52553225-52553825
chr1,52553360,52553370,ZNF281,602,+,chr1:52553225-52553825
chr1,52553360,52553370,ZNF148,602,-,chr1:52553225-52553825
chr1,52553360,52553371,KLF8,502,+,chr1:52553225-52553825
chr1,52553388,52553398,SOX6,532,-,chr1:52553225-52553825
chr1,52553388,52553398,SOX7,502,+,chr1:52553225-52553825
chr1,52553430,52553440,EGR1,532,+,chr1:52553225-52553825
chr1,52553430,52553441,EGR2,507,+,chr1:52553225-52553825
chr1,52553440,52553455,ZFP14,539,+,chr1:52553225-52553825
chr1,52553454,52553470,ZNF676,526,-,chr1:52553225-52553825
chr1,52553474,52553490,ZNF460,502,-,chr1:52553225-52553825
chr1,52553478,52553489,PATZ1,509,+,chr1:52553225-52553825
chr1,52553508,52553529,ZNF16,573,+,chr1:52553225-52553825
chr1,52553536,52553547,KLF16,510,-,chr1:52553225-52553825
chr1,52553536,52553547,SP3,516,-,chr1:52553225-52553825
chr1,52553536,52553547,PATZ1,532,+,chr1:52553225-52553825
chr1,52553536,52553547,KLF8,632,+,chr1:52553225-52553825
chr1,52553537,52553546,SP1,541,+,chr1:52553225-52553825
chr1,52553537,52553546,SP2,541,+,chr1:52553225-52553825
chr1,52553537,52553546,SP4,541,+,chr1:52553225-52553825
chr1,52553537,52553546,KLF14,541,+,chr1:52553225-52553825
chr1,52553537,52553546,KLF12,541,+,chr1:52553225-52553825
chr1,52553537,52553546,KLF10,541,+,chr1:52553225-52553825
chr1,52553537,52553547,KLF5,602,-,chr1:52553225-52553825
chr1,52553575,52553587,ZNF213,543,-,chr1:52553225-52553825
chr1,52553625,52553636,KLF9,511,-,chr1:52553225-52553825
chr1,52553628,52553639,SP8,520,-,chr1:52553225-52553825
chr1,52553629,52553640,KLF9,532,-,chr1:52553225-52553825
chr1,52553743,52553756,ZNF423,595,+,chr1:52553225-52553825
chr1,52553744,52553755,EBF1,502,+,chr1:52553225-52553825
chr1,52553744,52553755,EBF1,577,-,chr1:52553225-52553825
chr1,52553744,52553755,EBF4,550,-,chr1:52553225-52553825
chr1,52553798,52553809,SP8,514,-,chr1:52553225-52553825
chr1,52553799,52553810,SP3,513,-,chr1:52553225-52553825
chr1,52553800,52553809,KLF6,541,-,chr1:52553225-52553825
chr1,52553801,52553811,KLF3,571,-,chr1:52553225-52553825
chr2,191677754,191677772,ZBTB41,500,+,chr2:191677710-191678310
chr2,191677757,191677769,ZNF213,522,+,chr2:191677710-191678310
chr2,191677834,191677843,ZIC2,541,+,chr2:191677710-191678310
chr2,191677841,191677857,IRF2,623,+,chr2:191677710-191678310
chr2,191677889,191677900,PRDM5,506,-,chr2:191677710-191678310
chr2,191677898,191677910,ZNF142,503,-,chr2:191677710-191678310
chr2,191677901,191677910,ZBTB8A,541,+,chr2:191677710-191678310
chr2,191677902,191677913,PATZ1,510,+,chr2:191677710-191678310
chr2,191677906,191677916,WT1,571,-,chr2:191677710-191678310
chr2,191677907,191677923,ZNF460,570,-,chr2:191677710-191678310
chr2,191677911,191677922,PATZ1,541,+,chr2:191677710-191678310
chr2,191677911,191677922,KLF8,527,+,chr2:191677710-191678310
chr2,191677943,191677954,KLF8,566,+,chr2:191677710-191678310
chr2,191677944,191677953,SP1,511,+,chr2:191677710-191678310
chr2,191677944,191677953,SP4,511,+,chr2:191677710-191678310
chr2,191677956,191677972,ZNF676,507,-,chr2:191677710-191678310
chr2,191677964,191677977,ZNF423,535,+,chr2:191677710-191678310
chr2,191677998,191678010,CGGBP1,525,-,chr2:191677710-191678310
chr2,191678012,191678021,SP2,511,-,chr2:191677710-191678310
chr2,191678024,191678040,ZNF347,542,+,chr2:191677710-191678310
chr2,191678028,191678038,ZNF148,524,+,chr2:191677710-191678310
chr2,191678047,191678057,KLF3,506,-,chr2:191677710-191678310
chr2,191678064,191678077,MAFA,504,+,chr2:191677710-191678310
chr2,191678084,191678098,ZNF530,508,+,chr2:191677710-191678310
chr2,191678087,191678097,ZNF148,541,-,chr2:191677710-191678310
chr2,191678087,191678098,PATZ1,517,+,chr2:191677710-191678310
chr2,191678087,191678098,KLF8,571,+,chr2:191677710-191678310
chr2,191678088,191678098,KLF5,517,-,chr2:191677710-191678310
chr2,191678116,191678128,ZNF142,586,-,chr2:191677710-191678310
chr3,10292556,10292570,KLF17,545,+,chr3:10292394-10292994
chr3,10292652,10292662,ZNF500,511,-,chr3:10292394-10292994
chr3,10292677,10292691,ZNF574,574,+,chr3:10292394-10292994
chr3,10292680,10292689,ZNF768,511,-,chr3:10292394-10292994
chr3,10292693,10292713,PRDM9,577,+,chr3:10292394-10292994
chr3,10292762,10292772,ZNF362,571,+,chr3:10292394-10292994
chr3,10292763,10292773,ZNF362,511,+,chr3:10292394-10292994
chr3,10292764,10292774,ZNF362,602,+,chr3:10292394-10292994
chr3,10292765,10292775,ZNF362,602,+,chr3:10292394-10292994
chr3,10292766,10292776,ZNF362,524,+,chr3:10292394-10292994
chr3,10292779,10292789,STAT2,524,+,chr3:10292394-10292994
chr3,10292842,10292873,CTCF,595,-,chr3:10292394-10292994
chr3,10292952,10292965,ZNF423,541,-,chr3:10292394-10292994
chr3,10292953,10292964,EBF1,504,-,chr3:10292394-10292994
chr3,10292953,10292964,EBF4,511,-,chr3:10292394-10292994
chr3,10292966,10292976,RELA,554,-,chr3:10292394-10292994
chr12,133037074,133037084,SREBF1,517,+,chr12:133037064-133037664
chr12,133037089,133037101,ZNF213,564,-,chr12:133037064-133037664
chr12,133037146,133037161,IRF9,502,-,chr12:133037064-133037664
chr12,133037147,133037164,IRF3,700,-,chr12:133037064-133037664
chr12,133037221,133037230,ELK4,541,+,chr12:133037064-133037664
chr12,133037221,133037230,ETV7,511,-,chr12:133037064-133037664
chr12,133037221,133037230,ZBTB11,541,+,chr12:133037064-133037664
chr12,133037231,133037248,ZNF76,672,-,chr12:133037064-133037664
chr12,133037233,133037256,ZNF143,612,+,chr12:133037064-133037664
chr12,133037273,133037285,NRF1,520,+,chr12:133037064-133037664
chr12,133037275,133037287,NRF1,652,-,chr12:133037064-133037664
chr12,133037306,133037316,PRDM13,541,-,chr12:133037064-133037664
chr12,133037318,133037331,SPI1,521,-,chr12:133037064-133037664
chr12,133037319,133037332,SPIC,566,-,chr12:133037064-133037664
chr12,133037326,133037342,ZNF878,516,+,chr12:133037064-133037664
chr12,133037363,133037375,ZNF865,588,+,chr12:133037064-133037664
chr12,133037456,133037468,NRF1,521,+,chr12:133037064-133037664
chr12,133037457,133037470,ZNF131,648,-,chr12:133037064-133037664
chr12,133037489,133037499,USF2,554,+,chr12:133037064-133037664
chr12,133037489,133037499,USF2,554,-,chr12:133037064-133037664
chr12,133037489,133037499,MITF,554,+,chr12:133037064-133037664
chr12,133037489,133037499,MITF,554,-,chr12:133037064-133037664
chr12,133037489,133037499,BHLHE41,554,+,chr12:133037064-133037664
chr12,133037489,133037499,BHLHE41,571,-,chr12:133037064-133037664
chr12,133037489,133037499,MLX,554,-,chr12:133037064-133037664
chr12,133037489,133037499,MLX,571,+,chr12:133037064-133037664
chr12,133037489,133037499,SREBF2,554,-,chr12:133037064-133037664
chr12,133037489,133037499,SREBF2,571,+,chr12:133037064-133037664
chr12,133037489,133037499,SREBF1,517,-,chr12:133037064-133037664
chr12,133037489,133037499,SREBF1,524,+,chr12:133037064-133037664
chr12,133037489,133037499,TFE3,554,+,chr12:133037064-133037664
chr12,133037489,133037499,TFE3,554,-,chr12:133037064-133037664
chr12,133037505,133037518,ZNF131,642,-,chr12:133037064-133037664
chr12,133037506,133037519,ZNF131,554,+,chr12:133037064-133037664
chr12,133037507,133037520,ZNF131,575,-,chr12:133037064-133037664
chr12,133037508,133037520,ZNF142,511,-,chr12:133037064-133037664
chr12,133037511,133037524,ZNF131,534,-,chr12:133037064-133037664
chr12,133037512,133037524,ZNF142,652,-,chr12:133037064-133037664
chr12,133037512,133037525,ZNF131,527,+,chr12:133037064-133037664
chr12,133037513,133037526,ZNF131,591,-,chr12:133037064-133037664
chr12,133037528,133037540,CGGBP1,607,-,chr12:133037064-133037664
chr12,133037548,133037563,NR1I2,560,-,chr12:133037064-133037664
chr12,133037595,133037605,WT1,571,-,chr12:133037064-133037664
chr11,1852809,1852820,PATZ1,577,-,chr11:1852711-1853311
chr11,1852810,1852820,ZNF148,571,+,chr11:1852711-1853311
chr11,1852837,1852850,ZFP42,539,-,chr11:1852711-1853311
chr11,1852851,1852865,KLF17,525,+,chr11:1852711-1853311
chr11,1852869,1852879,SREBF2,502,-,chr11:1852711-1853311
chr11,1852894,1852907,ETV2::HOXB13,502,-,chr11:1852711-1853311
chr11,1852898,1852907,IKZF3,511,-,chr11:1852711-1853311
chr11,1852903,1852922,RREB1,559,-,chr11:1852711-1853311
chr11,1852920,1852938,ZFP28,549,+,chr11:1852711-1853311
chr11,1852921,1852931,ZNF362,602,-,chr11:1852711-1853311
chr11,1852922,1852932,ZNF362,602,-,chr11:1852711-1853311
chr11,1852923,1852933,ZNF362,602,-,chr11:1852711-1853311
chr11,1852923,1852941,ZFP28,528,+,chr11:1852711-1853311
chr11,1852924,1852934,ZNF362,602,-,chr11:1852711-1853311
chr11,1852926,1852936,ZNF362,506,-,chr11:1852711-1853311
chr11,1852967,1852982,NR1D2,507,-,chr11:1852711-1853311
chr11,1853013,1853029,ZNF347,550,-,chr11:1852711-1853311
chr11,1853018,1853031,SPI1,523,+,chr11:1852711-1853311
chr11,1853018,1853031,SPIB,609,-,chr11:1852711-1853311
chr11,1853022,1853035,STAT1::STAT2,628,-,chr11:1852711-1853311
chr11,1853040,1853050,ZNF281,532,+,chr11:1852711-1853311
chr11,1853040,1853051,PATZ1,566,+,chr11:1852711-1853311
chr11,1853159,1853174,ZNF841,517,-,chr11:1852711-1853311
chr11,1853267,1853278,PRDM5,506,-,chr11:1852711-1853311
chr11,1853278,1853295,ZNF76,502,-,chr11:1852711-1853311
chr6,17705570,17705589,RREB1,553,-,chr6:17705498-17706098
chr6,17705572,17705591,RREB1,657,-,chr6:17705498-17706098
chr6,17705575,17705594,RREB1,508,-,chr6:17705498-17706098
chr6,17705582,17705592,ZNF740,524,-,chr6:17705498-17706098
chr6,17705583,17705593,ZNF740,541,-,chr6:17705498-17706098
chr6,17705585,17705595,ZNF740,554,-,chr6:17705498-17706098
chr6,17705590,17705600,ZNF281,602,+,chr6:17705498-17706098
chr6,17705590,17705600,ZNF148,602,-,chr6:17705498-17706098
chr6,17705590,17705601,KLF8,520,+,chr6:17705498-17706098
chr6,17705648,17705662,NR1D1,505,-,chr6:17705498-17706098
chr6,17705673,17705688,TIGD4,550,+,chr6:17705498-17706098
chr6,17705714,17705723,ZFTA,511,+,chr6:17705498-17706098
chr6,17705726,17705740,ZNF606,582,-,chr6:17705498-17706098
chr6,17705766,17705779,ZNF184,546,-,chr6:17705498-17706098
chr6,17705873,17705886,FOXO1::ELF1,532,+,chr6:17705498-17706098
chr6,17705873,17705886,FOXO1::ELK3,552,+,chr6:17705498-17706098
chr6,17705873,17705886,FOXO1::FLI1,546,+,chr6:17705498-17706098
chr6,17705906,17705920,ZNF683,536,+,chr6:17705498-17706098
chr6,17705907,17705922,ZNF775,539,+,chr6:17705498-17706098
chr6,17705954,17705968,E2F7,563,+,chr6:17705498-17706098
chr6,17706004,17706018,E2F7,531,+,chr6:17705498-17706098
chr6,17706026,17706037,NFKB2,506,-,chr6:17705498-17706098
chr6,17706027,17706037,REL,571,-,chr6:17705498-17706098
chr6,17706027,17706037,RELA,506,-,chr6:17705498-17706098
chr6,17706045,17706060,ZNF282,652,-,chr6:17705498-17706098
chrX,19876873,19876889,ZNF470,652,-,chrX:19876834-19877434
chrX,19876875,19876889,ZNF471,505,-,chrX:19876834-19877434
chrX,19876898,19876918,PRDM9,566,-,chrX:19876834-19877434
chrX,19876901,19876917,ZNF347,580,+,chrX:19876834-19877434
chrX,19876950,19876964,E2F7,535,+,chrX:19876834-19877434
chrX,19877015,19877024,HMX1,541,+,chrX:19876834-19877434
chrX,19877015,19877024,HMX3,541,+,chrX:19876834-19877434
chrX,19877090,19877105,RXRA::VDR,564,-,chrX:19876834-19877434
chrX,19877091,19877106,NR2F1,543,+,chrX:19876834-19877434
chrX,19877091,19877106,NR2F6,509,-,chrX:19876834-19877434
chrX,19877091,19877106,NR2F6,521,+,chrX:19876834-19877434
chrX,19877092,19877105,NR1H4::RXRA,548,+,chrX:19876834-19877434
chrX,19877092,19877105,NR4A2::RXRA,516,+,chrX:19876834-19877434
chrX,19877101,19877110,ZKSCAN1,511,-,chrX:19876834-19877434
chrX,19877117,19877126,TBX3,511,-,chrX:19876834-19877434
chrX,19877151,19877161,SOX6,502,-,chrX:19876834-19877434
chrX,19877180,19877190,NKX3-2,511,-,chrX:19876834-19877434
chrX,19877211,19877222,TBX20,506,+,chrX:19876834-19877434
chrX,19877237,19877251,ZNF250,583,-,chrX:19876834-19877434
chrX,19877248,19877262,ZNF250,586,+,chrX:19876834-19877434
chrX,19877259,19877273,ZNF683,508,-,chrX:19876834-19877434
chrX,19877264,19877277,PPARG::RXRA,506,+,chrX:19876834-19877434
chrX,19877341,19877356,ZNF841,571,+,chrX:19876834-19877434
chr3,186785053,186785068,ZNF275,556,+,chr3:186785044-186785644
chr3,186785070,186785080,ZNF320,554,-,chr3:186785044-186785644
chr3,186785094,186785104,SCRT1,524,+,chr3:186785044-186785644
chr3,186785094,186785104,SCRT2,506,+,chr3:186785044-186785644
chr3,186785147,186785158,SIX2,584,-,chr3:186785044-186785644
chr3,186785148,186785157,SIX1,511,-,chr3:186785044-186785644
chrX,124641647,124641662,NR1D2,503,-,chrX:124641611-124642211
chrX,124641787,124641797,SCRT1,602,-,chrX:124641611-124642211
chrX,124641787,124641797,SCRT2,571,-,chrX:124641611-124642211
chrX,124641825,124641839,ETV5::FIGLA,511,-,chrX:124641611-124642211
chrX,124641883,124641893,ERF::FOXI1,511,+,chrX:124641611-124642211
chrX,124641883,124641894,ETV2::FOXI1,539,+,chrX:124641611-124642211
chrX,124641883,124641894,FOXJ2::ELF1,571,+,chrX:124641611-124642211
chrX,124641883,124641896,SPI1,560,+,chrX:124641611-124642211
chrX,124641883,124641896,SPIB,521,-,chrX:124641611-124642211
chrX,124641885,124641894,ETV1,541,+,chrX:124641611-124642211
chrX,124641885,124641894,ZNF175,541,+,chrX:124641611-124642211
chrX,124641885,124641895,GABPA,602,-,chrX:124641611-124642211
chrX,124641885,124641895,ERG,602,+,chrX:124641611-124642211
chrX,124641886,124641895,ELF1,541,+,chrX:124641611-124642211
chrX,124641886,124641895,EHF,541,-,chrX:124641611-124642211
chrX,124641886,124641895,ELF3,541,-,chrX:124641611-124642211
chrX,124641886,124641895,IKZF3,541,+,chrX:124641611-124642211
chrX,124641886,124641895,ZBTB11,511,-,chrX:124641611-124642211
chrX,124642011,124642021,ZNF281,602,+,chrX:124641611-124642211
chrX,124642011,124642021,ZNF148,602,-,chrX:124641611-124642211
chrX,124642011,124642022,KLF8,502,+,chrX:124641611-124642211
chrX,124642041,124642051,ZNF121,517,+,chrX:124641611-124642211
chrX,124642118,124642128,CDX1,602,+,chrX:124641611-124642211
chrX,124642119,124642128,HOXA10,511,+,chrX:124641611-124642211
chrX,124642119,124642128,HOXD9,541,+,chrX:124641611-124642211
chrX,124642119,124642128,CDX4,541,+,chrX:124641611-124642211
chrX,124642126,124642136,FOSL2,517,+,chrX:124641611-124642211
chrX,124642126,124642136,NFE2,517,-,chrX:124641611-124642211
chrX,124642126,124642137,BACH2,534,-,chrX:124641611-124642211
chrX,124642126,124642137,BACH2,544,+,chrX:124641611-124642211
chrX,124642127,124642136,FOS::JUN,541,-,chrX:124641611-124642211
chrX,124642127,124642136,FOSL1,541,+,chrX:124641611-124642211
chrX,124642127,124642136,JUNB,541,+,chrX:124641611-124642211
chrX,124642127,124642136,JUND,541,+,chrX:124641611-124642211
chrX,124642127,124642136,JDP2,511,-,chrX:124641611-124642211
chrX,124642127,124642136,JDP2,541,+,chrX:124641611-124642211
chrX,124642127,124642136,FOSL1::JUN,541,+,chrX:124641611-124642211
chrX,124642127,124642136,FOSL2::JUN,541,-,chrX:124641611-124642211
chrX,124642127,124642136,FOS::JUNB,511,+,chrX:124641611-124642211
chrX,124642127,124642136,FOS::JUNB,541,-,chrX:124641611-124642211
chrX,124642127,124642136,FOSB::JUNB,541,+,chrX:124641611-124642211
chrX,124642127,124642136,FOSL1::JUNB,541,+,chrX:124641611-124642211
chrX,124642127,124642136,FOSL2::JUNB,511,-,chrX:124641611-124642211
chrX,124642127,124642136,FOSL2::JUNB,541,+,chrX:124641611-124642211
chrX,124642127,124642136,FOS::JUND,541,-,chrX:124641611-124642211
chrX,124642127,124642136,FOSL2::JUND,511,-,chrX:124641611-124642211
chrX,124642127,124642136,FOSL2::JUND,541,+,chrX:124641611-124642211
chrX,124642127,124642136,BACH1,541,+,chrX:124641611-124642211
chrX,124642127,124642137,NFE2,571,+,chrX:124641611-124642211
chrX,124642180,124642191,SIX3,527,+,chrX:124641611-124642211
chr12,47705845,47705855,ZBED4,602,+,chr12:47705751-47706351
chr12,47705872,47705892,PRDM9,574,-,chr12:47705751-47706351
chr12,47705878,47705888,ZNF281,511,-,chr12:47705751-47706351
chr12,47705878,47705888,ZNF148,511,+,chr12:47705751-47706351
chr12,47706033,47706044,PATZ1,541,-,chr12:47705751-47706351
chr12,47706033,47706044,KLF8,527,-,chr12:47705751-47706351
chr12,47706051,47706068,ZNF76,534,+,chr12:47705751-47706351
chr12,47706070,47706080,ZBED4,554,+,chr12:47705751-47706351
chr12,47706073,47706083,KLF5,602,+,chr12:47705751-47706351
chr12,47706073,47706084,KLF16,602,+,chr12:47705751-47706351
chr12,47706073,47706084,SP3,571,+,chr12:47705751-47706351
chr12,47706073,47706084,PATZ1,632,-,chr12:47705751-47706351
chr12,47706073,47706084,KLF8,662,-,chr12:47705751-47706351
chr12,47706074,47706083,SP1,541,-,chr12:47705751-47706351
chr12,47706074,47706083,SP2,541,-,chr12:47705751-47706351
chr12,47706074,47706083,SP4,541,-,chr12:47705751-47706351
chr12,47706074,47706083,KLF14,541,-,chr12:47705751-47706351
chr12,47706074,47706083,KLF12,541,-,chr12:47705751-47706351
chr12,47706074,47706083,KLF10,541,-,chr12:47705751-47706351
chr12,47706074,47706084,SP9,554,+,chr12:47705751-47706351
chr12,47706074,47706084,ZNF281,571,-,chr12:47705751-47706351
chr12,47706074,47706084,ZNF148,506,+,chr12:47705751-47706351
chr12,47706074,47706085,SP8,544,+,chr12:47705751-47706351
chr12,47706138,47706150,ZNF728,513,-,chr12:47705751-47706351
chr12,47706170,47706181,ZNF726,514,+,chr12:47705751-47706351
chr12,47706269,47706278,HOXB13,511,+,chr12:47705751-47706351
chr7,43926223,43926239,ZNF676,537,+,chr7:43926131-43926731
chr7,43926321,43926337,ZNF676,532,-,chr7:43926131-43926731
chr7,43926354,43926370,ZNF343,736,+,chr7:43926131-43926731
chr7,43926402,43926419,ZNF76,624,+,chr7:43926131-43926731
chr7,43926412,43926425,ZNF131,513,+,chr7:43926131-43926731
chr7,43926420,43926432,NRF1,582,-,chr7:43926131-43926731
chr7,43926426,43926438,ZNF213,513,+,chr7:43926131-43926731
chr7,43926482,43926491,TFAP2A,541,+,chr7:43926131-43926731
chr7,43926482,43926491,TFAP2B,511,-,chr7:43926131-43926731
chr7,43926482,43926491,TFAP2B,541,+,chr7:43926131-43926731
chr7,43926482,43926491,TFAP2C,541,-,chr7:43926131-43926731
chr7,43926482,43926491,TFAP2E,511,-,chr7:43926131-43926731
chr7,43926482,43926491,TFAP2E,541,+,chr7:43926131-43926731
chr7,43926494,43926504,SLC2A4RG,517,+,chr7:43926131-43926731
chr7,43926494,43926504,SLC2A4RG,517,-,chr7:43926131-43926731
chr7,43926604,43926614,EGR1,506,-,chr7:43926131-43926731
chr7,43926606,43926616,SP9,541,-,chr7:43926131-43926731
chr7,43926606,43926617,KLF16,536,-,chr7:43926131-43926731
chr7,43926606,43926617,SP3,577,-,chr7:43926131-43926731
chr7,43926606,43926617,KLF9,503,-,chr7:43926131-43926731
chr7,43926606,43926617,KLF8,558,+,chr7:43926131-43926731
chr7,43926607,43926616,KLF14,511,+,chr7:43926131-43926731
chr7,43926607,43926616,KLF12,511,+,chr7:43926131-43926731
chr7,43926607,43926617,KLF5,532,-,chr7:43926131-43926731
chr7,43926658,43926672,ETV5::FIGLA,514,+,chr7:43926131-43926731
chr7,43926659,43926672,ERF::FIGLA,637,+,chr7:43926131-43926731
chr7,43926659,43926672,ETV2::FIGLA,565,+,chr7:43926131-43926731
chr7,43926659,43926672,TFAP4::ETV1,552,+,chr7:43926131-43926731
chr17,36212550,36212562,NR5A1,564,-,chr17:36212535-36213135
chr17,36212550,36212567,RARA::RXRG,527,-,chr17:36212535-36213135
chr17,36212576,36212589,FOXO1::ELK1,516,+,chr17:36212535-36213135
chr17,36212578,36212589,ETV2::FOXI1,558,+,chr17:36212535-36213135
chr17,36212578,36212589,FOXJ2::ELF1,507,+,chr17:36212535-36213135
chr17,36212580,36212589,ETV1,541,+,chr17:36212535-36213135
chr17,36212580,36212589,ZNF175,541,+,chr17:36212535-36213135
chr17,36212580,36212590,GABPA,524,-,chr17:36212535-36213135
chr17,36212580,36212590,ERG,541,+,chr17:36212535-36213135
chr17,36212610,36212623,ZNF841,623,-,chr17:36212535-36213135
chr17,36212682,36212694,ZNF85,517,-,chr17:36212535-36213135
chr17,36212786,36212800,ZNF683,505,+,chr17:36212535-36213135
chr17,36212878,36212895,POU2F1::SOX2,631,-,chr17:36212535-36213135
chr17,36212889,36212901,PHOX2B,627,-,chr17:36212535-36213135
chr17,36212890,36212901,PROP1,516,-,chr17:36212535-36213135
chr17,36212897,36212911,E2F7,502,-,chr17:36212535-36213135
chr17,36212897,36212911,CASZ1,585,-,chr17:36212535-36213135
chrX,135344552,135344561,ZBTB6,541,-,chrX:135344440-135345040
chrX,135344594,135344604,KLF5,524,+,chrX:135344440-135345040
chrX,135344626,135344639,FOXO1::ELK3,501,+,chrX:135344440-135345040
chrX,135344627,135344638,FLI1::FOXI1,632,+,chrX:135344440-135345040
chrX,135344628,135344638,ERF::FOXI1,554,+,chrX:135344440-135345040
chrX,135344628,135344639,ETV2::FOXI1,571,+,chrX:135344440-135345040
chrX,135344628,135344639,FOXJ2::ELF1,516,+,chrX:135344440-135345040
chrX,135344691,135344701,KLF5,506,+,chrX:135344440-135345040
chrX,135344691,135344702,KLF8,504,-,chrX:135344440-135345040
chrX,135344692,135344702,ZNF148,517,+,chrX:135344440-135345040
chrX,135344696,135344709,CREB3L1,532,+,chrX:135344440-135345040
chrX,135344696,135344709,ATF6,519,-,chrX:135344440-135345040
chrX,135344740,135344763,ZNF143,888,+,chrX:135344440-135345040
chrX,135344749,135344763,THAP11,699,-,chrX:135344440-135345040
chrX,135344776,135344788,NRF1,627,+,chrX:135344440-135345040
chrX,135344776,135344789,ZNF131,652,+,chrX:135344440-135345040
chrX,135344854,135344864,KLF11,506,-,chrX:135344440-135345040
chrX,135344854,135344864,SP9,517,-,chrX:135344440-135345040
chrX,135344854,135344865,SP3,566,-,chrX:135344440-135345040
chrX,135344854,135344865,KLF8,500,+,chrX:135344440-135345040
chrX,135344856,135344866,KLF3,571,-,chrX:135344440-135345040
chrX,135344866,135344879,ZNF423,569,+,chrX:135344440-135345040
chrX,135344867,135344878,EBF1,524,-,chrX:135344440-135345040
chrX,135344867,135344878,EBF4,517,-,chrX:135344440-135345040
chrX,135344868,135344877,EBF2,511,-,chrX:135344440-135345040
chrX,135344868,135344877,EBF3,511,-,chrX:135344440-135345040
chrX,135344875,135344888,ZNF131,782,-,chrX:135344440-135345040
chrX,135344950,135344963,ZNF131,522,-,chrX:135344440-135345040
chrX,135344971,135344980,ZBTB8A,511,+,chrX:135344440-135345040
chr19,58547450,58547474,ZNF382,561,-,chr19:58547336-58547936
chr19,58547524,58547543,RREB1,529,-,chr19:58547336-58547936
chr19,58547528,58547547,RREB1,632,-,chr19:58547336-58547936
chr19,58547531,58547545,KLF17,557,-,chr19:58547336-58547936
chr19,58547577,58547588,ZBTB18,519,-,chr19:58547336-58547936
